#,CATEGORY,NARRATION_RAW,BANK_FORMAT,TXN_TYPE,RISK_LEVEL
298,INSURANCE,LIC PREMIUM NACH 019231634981 DR,NACH/ECS,DR/CR,LOW
299,INSURANCE,ICICI LOMBARD 089032383809 VEHICLE INS,MIXED,DR/CR,LOW
300,INSURANCE,HDFC ERGO 959605565308 PREMIUM,MIXED,DR/CR,LOW
301,CRYPTO,UPI/966394250089/COINDCX/9966520794,UPI,DR/CR,HIGH
302,CRYPTO,COINDCX 200011006755 CRYPTO BUY,MIXED,CR,HIGH
303,CRYPTO,COINSWITCH/140918444766/CRYPTO PURCHASE,MIXED,CR,HIGH
304,CRYPTO,COINSWITCH KUBER 097452745140 BUY,MIXED,DR/CR,HIGH
305,CRYPTO,WAZIRX/718622589688/CRYPTO TXN,MIXED,CR,HIGH
306,CRYPTO,ZANMAI LABS 483283455980 WAZIRX,MIXED,DR/CR,HIGH
307,CRYPTO,GIOTTUS 492141287939 CRYPTO,MIXED,CR,HIGH
308,CRYPTO,MUDREX/261169641692/INVEST,MIXED,DR/CR,HIGH
309,CRYPTO,BITBNS 546361660293 TRADE,MIXED,DR/CR,HIGH
310,CRYPTO,BUYUCOIN/823277441972/PURCHASE,MIXED,DR/CR,HIGH
311,CRYPTO,NEFT/033010103729/COINDCX/CRYPTO FUND,NEFT,CR,HIGH
312,CRYPTO,BINANCE/926185095722/DEPOSIT,POS,DR/CR,HIGH
313,CRYPTO,BYBIT/677619235231/FUND DEPOSIT,POS,DR/CR,HIGH
314,CRYPTO,KUCOIN DEPOSIT 923440519335,POS,DR/CR,HIGH
315,CRYPTO,OKX/406662269970/CRYPTO DEPOSIT,POS,CR,HIGH
316,CRYPTO,MEXC GLOBAL 345480430335 DEPOSIT,POS,DR/CR,HIGH
317,CRYPTO_P2P,P2P CRYPTO 250721302841 USDT,MIXED,CR,HIGH
318,CRYPTO_P2P,MERCHANT P2P 918123525600 BUY USDT,MIXED,DR/CR,HIGH
319,CRYPTO_P2P,BINANCE P2P 338928917773 SELL,MIXED,DR/CR,HIGH
320,CRYPTO_P2P,BUY CRYPTO P2P 141315771467 TRX,MIXED,CR,HIGH
321,CRYPTO_P2P,SELL CRYPTO 818308448781 P2P USDT,MIXED,CR,HIGH
322,CRYPTO_P2P,UPI/867436728479/P2P/USDT TRADE,UPI,DR/CR,HIGH
323,CRYPTO_P2P,IMPS/309266091420/P2P CRYPTO/USDT,IMPS,CR,HIGH
324,CRYPTO_P2P,P2P MERCHANT 639144009917 BTC,MIXED,DR/CR,HIGH
325,CRYPTO_P2P,USDT P2P 714334396729 TRANSFER,MIXED,DR/CR,HIGH
326,CRYPTO_P2P,ETH P2P 219537301000 TRADE,MIXED,DR/CR,HIGH
327,CRYPTO_P2P,CRYPTO P2P 482442442421 SELL USDT,MIXED,CR,HIGH
328,CRYPTO_P2P,BUY USDT 888931152054 P2P BINANCE,MIXED,DR/CR,HIGH
329,CRYPTO_P2P,TRX P2P 510091902591 CRYPTO TRADE,MIXED,CR,HIGH
330,CRYPTO_P2P,P2P/285644641927/BUY CRYPTO/USDT,MIXED,CR,HIGH
331,CRYPTO_P2P,MERCHANT P2P 598719340916 SELL BTC,MIXED,DR/CR,HIGH
332,CRYPTO_P2P,UPI/015373743708/CRYPTO P2P/USDT SELL,UPI,CR,HIGH
333,BETTING,UPI/700274439930/1XBET/9930034094,UPI,DR/CR,HIGH
334,BETTING,1XBET DEPOSIT 072566707846,POS,DR/CR,HIGH
335,BETTING,PARIMATCH 268569304625 DEPOSIT,POS,DR/CR,HIGH
336,BETTING,STAKE/316104537760/ONLINE BET,MIXED,DR/CR,HIGH
337,BETTING,LOTUS365 927569113457 DEPOSIT,POS,DR/CR,HIGH
338,BETTING,FAIRPLAY 733116445450 BET,MIXED,DR/CR,HIGH
339,BETTING,UPI/178549619520/WOLF777/8658421061,UPI,DR/CR,HIGH
340,BETTING,WOLF777 DEPOSIT 771100230560,POS,DR/CR,HIGH
341,BETTING,DIAMOND EXCHANGE 768316258858 BET,MIXED,DR/CR,HIGH
342,BETTING,SKYEXCH 309022745377 DEPOSIT,POS,DR/CR,HIGH
343,BETTING,BET365 680858913514 CREDIT,MIXED,CR,HIGH
344,BETTING,IMPS/269239803037/BETTING AGENT/LOTUS,IMPS,DR/CR,HIGH
345,BETTING,FAIRPLAY CLUB 815829630230 DEPOSIT,POS,DR/CR,HIGH
346,BETTING,UPI/885847138314/SKYEXCH/9649976963,UPI,DR/CR,HIGH
347,BETTING,DIAMOND EXC 498234352601 ONLINE BET,MIXED,DR/CR,HIGH
348,BETTING,WOLF777 AGENT 287680758408 CREDIT,MIXED,CR,HIGH
349,CASH_DEPOSIT,CDM DEPOSIT 553493560197 CASH,POS,DR/CR,LOW
350,CASH_DEPOSIT,CASH DEP 515389088416 BRANCH,CDM,DR/CR,LOW
351,CASH_DEPOSIT,CASH DEPOSIT 596103343497 CDM MACHINE,NACH/ECS,DR/CR,LOW
352,CASH_DEPOSIT,SELF CASH DEP 246770919312,CDM,DR/CR,LOW
353,CASH_DEPOSIT,BRANCH CASH 890304537083 DEPOSIT,POS,DR/CR,LOW
354,CASH_DEPOSIT,CDM/530660085450/CASH DEPOSIT,POS,DR/CR,LOW
355,CASH_DEPOSIT,CASH COUNTER DEP 245173449539,MIXED,DR/CR,LOW
356,CASH_DEPOSIT,CDM CASH 276983084963 SELF,CDM,DR/CR,LOW
357,CASH_DEPOSIT,BULK CASH DEP 994586392363 BRANCH,CDM,DR/CR,LOW
358,CASH_DEPOSIT,CASH DEP ATM CDM 314360570502,ATM,DR/CR,LOW
359,CASH_DEPOSIT,SELF DEP 585888352625 CASH MACHINE,NACH/ECS,DR/CR,LOW
360,CASH_DEPOSIT,BRANCH TELLER 283074631519 CASH DEP,CDM,DR/CR,LOW
361,CASH_DEPOSIT,CDM NIGHT DEP 564944414034,CDM,DR/CR,LOW
362,CASH_DEPOSIT,CASH DEPOSIT OVER COUNTER 751525000760,POS,DR/CR,LOW
363,CASH_DEPOSIT,CASH DEP 080045872882 SELF SERVICE,CDM,DR/CR,LOW
364,CASH_DEPOSIT,CDM/404163716927/BULK CASH/DEPOSIT,POS,DR/CR,LOW
365,FOREIGN_REMITTANCE,SWIFT/363151972575/INWARD REMIT/USD,SWIFT,CR,MEDIUM
366,FOREIGN_REMITTANCE,WIRE TRANSFER 693847503633 INWARD,MIXED,CR,MEDIUM
367,FOREIGN_REMITTANCE,TT INWARD 133736168534 USD,MIXED,CR,MEDIUM
368,FOREIGN_REMITTANCE,FOREX INWARD 501470359262 REMIT,MIXED,CR,MEDIUM
369,FOREIGN_REMITTANCE,WESTERN UNION 750196619666 REMIT,MIXED,DR/CR,MEDIUM
370,FOREIGN_REMITTANCE,MONEYGRAM 222981258821 RECEIVE,MIXED,CR,MEDIUM
371,FOREIGN_REMITTANCE,WISE/368818245859/TRANSFER/INR,MIXED,DR/CR,MEDIUM
372,FOREIGN_REMITTANCE,PAYONEER/297507014916/TRANSFER,MIXED,DR/CR,MEDIUM
373,FOREIGN_REMITTANCE,SWIFT/215951445216/OUTWARD REMIT/USD,SWIFT,DR/CR,MEDIUM
374,FOREIGN_REMITTANCE,TT OUTWARD 746618036792 USD,MIXED,DR/CR,MEDIUM
375,FOREIGN_REMITTANCE,FOREX/621191475687/WIRE OUT,MIXED,DR/CR,MEDIUM
376,FOREIGN_REMITTANCE,REMIT/034916238394/OUTWARD WIRE,MIXED,DR/CR,MEDIUM
377,FOREIGN_REMITTANCE,SWIFT CR 144581136739 INWARD FOREX,MIXED,CR,MEDIUM
378,FOREIGN_REMITTANCE,WISE TRANSFER 564444584726 CR INR,MIXED,CR,MEDIUM
379,FOREIGN_REMITTANCE,PAYONEER CR 677786483850 USD,MIXED,CR,MEDIUM
380,FOREIGN_REMITTANCE,NEFT/238500995931/WESTERN UNION/REMIT,NEFT,DR/CR,MEDIUM
381,WALLET,PAYTM WALLET LOAD 976227820283,MIXED,DR/CR,MEDIUM
382,WALLET,UPI/966921641967/PAYTM WALLET/9726449438,UPI,DR/CR,MEDIUM
383,WALLET,MOBIKWIK WALLET 371558613178 LOAD,MIXED,DR/CR,MEDIUM
384,WALLET,FREECHARGE WALLET 852320801021,MIXED,DR/CR,MEDIUM
385,WALLET,OLA MONEY 246551869005 WALLET,MIXED,DR/CR,MEDIUM
386,WALLET,AMAZON PAY BALANCE 057651311421 ADD,MIXED,DR/CR,MEDIUM
387,WALLET,PAYTM WALLET DR 139584306393,MIXED,DR/CR,MEDIUM
388,WALLET,MOBIKWIK WALLET DR 175994021501,MIXED,DR/CR,MEDIUM
389,WALLET,WALLET TRANSFER 076364810718 PAYTM,MIXED,DR/CR,MEDIUM
390,WALLET,FREECHARGE DR 006484729023 WALLET,MIXED,DR/CR,MEDIUM
391,WALLET,OLA MONEY WALLET 202614952876 CR,MIXED,CR,MEDIUM
392,WALLET,AMAZON PAY WALLET 564301729723 USE,MIXED,DR/CR,MEDIUM
393,WALLET,PAYTM WALLET TOP UP 942612301239,MIXED,DR/CR,MEDIUM
394,WALLET,MOBIKWIK SUPERCASH 778348270676,MIXED,DR/CR,MEDIUM
395,WALLET,WALLET LOAD PAYTM 478071631935 DR,MIXED,DR/CR,MEDIUM
396,WALLET,FREECHARGE WALLET LOAD 321825644592,MIXED,DR/CR,MEDIUM
397,HIGH_RISK,USDT PAYMENT 286395426935 CRYPTO,MIXED,CR,HIGH
398,HIGH_RISK,P2P CASHOUT 339755025216 AGENT,MIXED,DR/CR,HIGH
399,HIGH_RISK,COMMISSION AGENT 381981257123 CASH,MIXED,DR/CR,HIGH
400,HIGH_RISK,RENT ACCOUNT 882132093641 COLLECT,MIXED,DR/CR,HIGH
401,HIGH_RISK,PG SETTLEMENT 885018061286 HIGH VOL,MIXED,CR,HIGH
402,HIGH_RISK,FOREX HAWALA 136033489657 AGENT,MIXED,DR/CR,HIGH
403,HIGH_RISK,LOTTERY WIN 163251814533 CREDIT,MIXED,CR,HIGH
404,HIGH_RISK,BETTING COMMISSION 233930265615,MIXED,DR/CR,HIGH
405,HIGH_RISK,GAMING AGENT 257862850692 PAYOUT,MIXED,CR,HIGH
406,HIGH_RISK,CASHOUT AGENT 764299398527 USDT,MIXED,DR/CR,HIGH
407,HIGH_RISK,HAWALA/966268239976/FOREX TRANSFER,MIXED,DR/CR,HIGH
408,HIGH_RISK,COMMISSION 612232543971 PG SETTLE,MIXED,CR,HIGH
409,HIGH_RISK,RENT ACC 123497614427 MULE PATTERN,MIXED,DR/CR,HIGH
410,HIGH_RISK,P2P USDT 243940000424 CASHOUT,MIXED,DR/CR,HIGH
411,HIGH_RISK,LOTTERY CREDIT 635468175466 AGENT,MIXED,CR,HIGH
412,HIGH_RISK,GAMING COMMISSION 612117742048 PAYOUT,MIXED,CR,HIGH
413,RECHARGE,UPI/149277276468/JIO RECHARGE/9925584076,UPI,DR/CR,LOW
414,RECHARGE,JIO MOBILE RECHARGE 218068389063,MIXED,DR/CR,LOW
415,RECHARGE,RELIANCE JIO 229550567218 RECHARGE,MIXED,DR/CR,LOW
416,RECHARGE,AIRTEL RECHARGE 305942925052 MOBILE,MIXED,DR/CR,LOW
417,RECHARGE,BHARTI AIRTEL 922331073274 PREPAID,MIXED,DR/CR,LOW
418,RECHARGE,UPI/722038999594/AIRTEL/9782682990,UPI,DR/CR,LOW
419,RECHARGE,VODAFONE VI 838255712749 RECHARGE,MIXED,DR/CR,LOW
420,RECHARGE,IDEA RECHARGE 432388778097 PREPAID,MIXED,DR/CR,LOW
421,RECHARGE,BSNL RECHARGE 450067709232 MOBILE,MIXED,DR/CR,LOW
422,RECHARGE,TATAPLAY DTH 939209180041 RECHARGE,MIXED,DR/CR,LOW
423,RECHARGE,DTH RECHARGE 939051302010 TATAPLAY,MIXED,DR/CR,LOW
424,RECHARGE,FASTAG RECHARGE 094689944343 JIO,MIXED,DR/CR,LOW
425,RECHARGE,MOBILE RECHARGE 122328633240 AIRTEL,MIXED,DR/CR,LOW
426,RECHARGE,UPI/051028726438/VODAFONEIN/8773713562,UPI,DR/CR,LOW
427,RECHARGE,VI MOBILE RECHARGE 212247706983,MIXED,DR/CR,LOW
428,RECHARGE,BSNL PREPAID 709399783547 TOP UP,MIXED,DR/CR,LOW
429,FASTAG,FASTAG RECHARGE 972439515014 NHAI,MIXED,DR/CR,LOW
430,FASTAG,NHAI FASTAG 289590816776 TOLL,MIXED,DR/CR,LOW
431,FASTAG,IDFC FASTAG 524316369305 RECHARGE,MIXED,DR/CR,LOW
432,FASTAG,ICICI FASTAG 946362483639 RELOAD,MIXED,DR/CR,LOW
433,FASTAG,PAYTM FASTAG 437047649581 LOAD,MIXED,DR/CR,LOW
434,FASTAG,TOLL PAYMENT 498522940758 FASTAG,MIXED,DR/CR,LOW
435,FASTAG,FASTAG DR 127515338760 TOLL NHAI,MIXED,DR/CR,LOW
436,FASTAG,HDFC FASTAG 051229771774 RECHARGE,MIXED,DR/CR,LOW
437,FASTAG,AXIS FASTAG 309330475599 LOAD,MIXED,DR/CR,LOW
438,FASTAG,FASTAG/439498935970/TOLL/NHAI,MIXED,DR/CR,LOW
439,FASTAG,FASTAG TOLL DR 034347775565,MIXED,DR/CR,LOW
440,FASTAG,NHAI/338507671406/FASTAG DEBIT,MIXED,DR,LOW
441,FASTAG,FASTAG RECHARGE SBI 451784205104,MIXED,DR/CR,LOW
442,FASTAG,KOTAK FASTAG 996158013469 LOAD,MIXED,DR/CR,LOW
443,FASTAG,FASTAG MONTHLY 795108397680 TOLL,MIXED,DR/CR,LOW
444,FASTAG,IDFC FIRST FASTAG 073046280303,MIXED,DR/CR,LOW
445,UTILITY,BESCOM ELECTRICITY 445146561383 BILL,MIXED,DR/CR,LOW
446,UTILITY,BBPS/281409114466/ELECTRICITY/BESCOM,MIXED,DR/CR,LOW
447,UTILITY,TSSPDCL 895160006086 POWER BILL,MIXED,DR/CR,LOW
448,UTILITY,APSPDCL 984768226529 ELECTRICITY,MIXED,DR/CR,LOW
449,UTILITY,MSEB ELECTRICITY 518093880775 BILL,MIXED,DR/CR,LOW
450,UTILITY,WATER BILL 077942804575 MUNICIPAL,MIXED,DR/CR,LOW
451,UTILITY,GAS BILL PNG 170764467939 MAHANAGAR,MIXED,DR/CR,LOW
452,UTILITY,LPG CYLINDER 643302131403 HP GAS,MIXED,DR/CR,LOW
453,UTILITY,BROADBAND 893913179809 AIRTEL XSTREAM,MIXED,DR/CR,LOW
454,UTILITY,JIO FIBER 795901437453 BROADBAND,MIXED,DR/CR,LOW
455,UTILITY,ACT FIBERNET 365787600312 BILL,MIXED,DR/CR,LOW
456,UTILITY,BBPS/686363288663/BROADBAND/JIOFIBER,MIXED,DR/CR,LOW
457,UTILITY,PNG GAS 064754768315 MONTHLY BILL,MIXED,DR/CR,LOW
458,UTILITY,BESCOM ONLINE 474471025610 ELECTRICITY,MIXED,DR/CR,LOW
459,UTILITY,MSEB BILL PAYMENT 162334144888,MIXED,DR/CR,LOW
460,UTILITY,AIRTEL XSTREAM 610801324133 BROADBAND,MIXED,DR/CR,LOW
461,BILL_PAYMENT,BBPS/040753671920/BILL PAYMENT,MIXED,DR/CR,LOW
462,BILL_PAYMENT,BHARAT BILLPAY 694898842832 UTILITY,MIXED,DR/CR,LOW
463,BILL_PAYMENT,BILL PAYMENT 626110670825 BBPS,MIXED,DR/CR,LOW
464,BILL_PAYMENT,UTILITY BILL 811876848843 BBPS,MIXED,DR/CR,LOW
465,BILL_PAYMENT,CREDIT CARD BILL 160337247708 HDFC,MIXED,CR,LOW
466,BILL_PAYMENT,BBPS/994443865609/CREDIT CARD BILL,MIXED,CR,LOW
467,BILL_PAYMENT,BILL PAY 843129097141 BHARAT BILLPAY,MIXED,DR/CR,LOW
468,BILL_PAYMENT,BBPS UTILITY 124430903627 PAYMENT,MIXED,DR/CR,LOW
469,BILL_PAYMENT,BILL PAYMENT AUTO 666184613430 SI,MIXED,DR/CR,LOW
470,BILL_PAYMENT,BHARAT BILL PAYMENT 528360533471 BBPS,MIXED,DR/CR,LOW
471,BILL_PAYMENT,BBPS/714634646936/INSURANCE PREMIUM,MIXED,DR/CR,LOW
472,BILL_PAYMENT,NACH BBPS 645548467615 BILL,NACH/ECS,DR/CR,LOW
473,BILL_PAYMENT,UTILITY BILL PAYMENT 742087341571,MIXED,DR/CR,LOW
474,BILL_PAYMENT,BBPS/596774370130/LOAN EMI,MIXED,DR/CR,LOW
475,BILL_PAYMENT,BILL PAYMENT CREDIT CARD 321113113944,MIXED,CR,LOW
476,BILL_PAYMENT,BHARAT BILLPAY 006678387300 RECURRING,MIXED,DR/CR,LOW
477,EDUCATION,SCHOOL FEES 758206288969 PAYMENT,MIXED,DR/CR,LOW
478,EDUCATION,COLLEGE FEES 045392284267 NEFT,MIXED,DR/CR,LOW
479,EDUCATION,NEFT/462858546919/UNIVERSITY FEES/EDUCATION,NEFT,DR/CR,LOW
480,EDUCATION,TUITION FEES 268913787220 PAYMENT,MIXED,DR/CR,LOW
481,EDUCATION,BYJU S 058260148961 SUBSCRIPTION,MIXED,CR,LOW
482,EDUCATION,UNACADEMY 808880953642 COURSE FEE,MIXED,DR/CR,LOW
483,EDUCATION,VEDANTU/250235592376/SUBSCRIPTION,MIXED,CR,LOW
484,EDUCATION,UPGRAD 393098932599 PROGRAM FEE,MIXED,DR/CR,LOW
485,EDUCATION,COURSERA/946162150104/COURSE,MIXED,DR/CR,LOW
486,EDUCATION,UDEMY 898701333062 COURSE,MIXED,DR/CR,LOW
487,EDUCATION,SCHOOL FEE 960201932618 TERM,MIXED,DR/CR,LOW
488,EDUCATION,COLLEGE TUITION 508945786666 NEFT,MIXED,DR/CR,LOW
489,EDUCATION,EXAM FEES 796899887381 UNIVERSITY,MIXED,DR/CR,LOW
490,EDUCATION,BYJU RAVEENDRAN 982947131157 SUBSCR,MIXED,CR,LOW
491,EDUCATION,UNACADEMY LEARN 057376210736 FEE,MIXED,DR/CR,LOW
492,EDUCATION,COLLEGE ADMISSION FEE 515990845638,MIXED,DR/CR,LOW
493,PG_SETTLEMENT,PG SETTLEMENT 281964813047 RAZORPAY,MIXED,CR,MEDIUM
494,PG_SETTLEMENT,RAZORPAY SETTLEMENT 259071804110 CREDIT,MIXED,CR,MEDIUM
495,PG_SETTLEMENT,NEFT/526448555899/RAZORPAY/SETTLEMENT,NEFT,CR,MEDIUM
496,PG_SETTLEMENT,CASHFREE SETTLEMENT 552116097137 CR,MIXED,CR,MEDIUM
497,PG_SETTLEMENT,PAYU SETTLEMENT 622776355117,MIXED,CR,MEDIUM
498,PG_SETTLEMENT,PAYTM PG SETTLE 144902192346 CR,MIXED,CR,MEDIUM
499,PG_SETTLEMENT,CCAVENUE SETTLEMENT 306182087752,MIXED,CR,MEDIUM
500,PG_SETTLEMENT,JUSPAY SETTLE 473874948309 CREDIT,MIXED,CR,MEDIUM
501,PG_SETTLEMENT,PG SETTLE 854644639238 CASHFREE,MIXED,CR,MEDIUM
502,PG_SETTLEMENT,SETTLEMENT CR 976256397933 RAZORPAY,MIXED,CR,MEDIUM
503,PG_SETTLEMENT,PAYU PAYMENTS SETTLE 376965674698,MIXED,CR,MEDIUM
504,PG_SETTLEMENT,NEFT/865200830016/CASHFREE/SETTLE,NEFT,CR,MEDIUM
505,PG_SETTLEMENT,PG SETTLEMENT CREDIT 797668493928,MIXED,CR,MEDIUM
506,PG_SETTLEMENT,EASEBUZZ SETTLE 702829131308 CR,MIXED,CR,MEDIUM
507,PG_SETTLEMENT,RAZORPAYX 714632528599 SETTLE CREDIT,MIXED,CR,MEDIUM
508,PG_SETTLEMENT,NEFT/706330925795/PAYU/PG SETTLEMENT,NEFT,CR,MEDIUM
509,PAYOUT,PAYOUT 834395439796 MERCHANT,MIXED,CR,MEDIUM
510,PAYOUT,MERCHANT PAYOUT 762033899077 NEFT,MIXED,CR,MEDIUM
511,PAYOUT,NEFT/514139379334/SETTLEMENT PAYOUT,NEFT,CR,MEDIUM
512,PAYOUT,VENDOR PAYOUT 724015978090 CR,MIXED,CR,MEDIUM
513,PAYOUT,SETTLEMENT PAYOUT 669332457745,MIXED,CR,MEDIUM
514,PAYOUT,RAZORPAY PAYOUT 721576359020 MERCHANT,MIXED,CR,MEDIUM
515,PAYOUT,CASHFREE PAYOUT 301868750465 CREDIT,MIXED,CR,MEDIUM
516,PAYOUT,PAYU PAYOUT 300407310539 VENDOR,MIXED,CR,MEDIUM
517,PAYOUT,PAYOUT CR 651864150730 SETTLE,MIXED,CR,MEDIUM
518,PAYOUT,MERCHANT SETTLE 294587191901 PAYOUT,MIXED,CR,MEDIUM
519,PAYOUT,NEFT/644127627682/VENDOR PAYOUT/SETTLE,NEFT,CR,MEDIUM
520,PAYOUT,BULK PAYOUT 653638156616 MERCHANT,MIXED,CR,MEDIUM
521,PAYOUT,RAZORPAYX PAYOUT 590650591048,MIXED,CR,MEDIUM
522,PAYOUT,PAYOUT BATCH 501113203793 CREDIT,MIXED,CR,MEDIUM
523,PAYOUT,VENDOR SETTLE 890208008806 PAYOUT CR,MIXED,CR,MEDIUM
524,PAYOUT,OPEN MONEY PAYOUT 089820230381,MIXED,CR,MEDIUM
525,ECOMMERCE_SETTLEMENT,AMAZON SETTLEMENT 724158392522 SELLER,MIXED,CR,MEDIUM
526,ECOMMERCE_SETTLEMENT,NEFT/654838671825/AMAZON SELLER SERVICES/SETTLE,NEFT,CR,MEDIUM
527,ECOMMERCE_SETTLEMENT,FLIPKART SETTLEMENT 202671339404 SELLER,MIXED,CR,MEDIUM
528,ECOMMERCE_SETTLEMENT,FK SELLER 886126990541 SETTLE CR,MIXED,CR,MEDIUM
529,ECOMMERCE_SETTLEMENT,MEESHO SETTLEMENT 412773373042 SELLER,MIXED,CR,MEDIUM
530,ECOMMERCE_SETTLEMENT,AJIO PAYOUT 525753281181 SELLER,MIXED,CR,MEDIUM
531,ECOMMERCE_SETTLEMENT,MYNTRA PAYOUT 753554167741 SELLER CR,MIXED,CR,MEDIUM
532,ECOMMERCE_SETTLEMENT,NEFT/374345020033/FLIPKART INTERNET/SELLER,NEFT,DR/CR,MEDIUM
533,ECOMMERCE_SETTLEMENT,SHOPSY SELLER 597537713843 SETTLE,MIXED,CR,MEDIUM
534,ECOMMERCE_SETTLEMENT,SNAPDEAL SETTLE 670318469190 SELLER,MIXED,CR,MEDIUM
535,ECOMMERCE_SETTLEMENT,NYKAA SELLER 781946085368 PAYOUT,MIXED,CR,MEDIUM
536,ECOMMERCE_SETTLEMENT,FIRSTCRY 773841650260 SELLER SETTLE,MIXED,CR,MEDIUM
537,ECOMMERCE_SETTLEMENT,AMAZON SELLER CENTRAL 678790431014,MIXED,DR/CR,MEDIUM
538,ECOMMERCE_SETTLEMENT,MEESHO SUPPLIER 685188732964 SETTLE,MIXED,CR,MEDIUM
539,ECOMMERCE_SETTLEMENT,AJIO SELLER SETTLE 798508627688,MIXED,CR,MEDIUM
540,ECOMMERCE_SETTLEMENT,FLIPKART SELLER HUB 424556475132 CR,MIXED,CR,MEDIUM
541,SUBSCRIPTION,NETFLIX 699688469464 SUBSCRIPTION,MIXED,CR,LOW
542,SUBSCRIPTION,AMAZON PRIME 035793542591 ANNUAL,MIXED,DR/CR,LOW
543,SUBSCRIPTION,HOTSTAR DISNEY 719508296986 SUBSCR,MIXED,CR,LOW
544,SUBSCRIPTION,SONYLIV 643725312588 PREMIUM,MIXED,DR/CR,LOW
545,SUBSCRIPTION,SPOTIFY 497360625464 PREMIUM PLAN,MIXED,DR/CR,LOW
546,SUBSCRIPTION,YOUTUBE PREMIUM 587280097164,MIXED,DR/CR,LOW
547,SUBSCRIPTION,CHATGPT 782554047518 SUBSCRIPTION,MIXED,CR,LOW
548,SUBSCRIPTION,OPENAI 298574886793 PLUS,MIXED,DR/CR,LOW
549,SUBSCRIPTION,GOOGLE ONE 807043530301 STORAGE,MIXED,DR/CR,LOW
550,SUBSCRIPTION,APPLE ICLOUD 970423617365 STORAGE,MIXED,DR/CR,LOW
551,SUBSCRIPTION,NETFLIX INDIA 493217320847 MONTHLY,MIXED,DR/CR,LOW
552,SUBSCRIPTION,AMAZON PRIME VIDEO 632231935753,MIXED,DR/CR,LOW
553,SUBSCRIPTION,JIOCINEMA 097165933971 PREMIUM,MIXED,DR/CR,LOW
554,SUBSCRIPTION,ZEE5 552554041342 SUBSCRIPTION,MIXED,CR,LOW
555,SUBSCRIPTION,PRIME MEMBERSHIP 146634816704 ANNUAL,MIXED,DR/CR,LOW
556,SUBSCRIPTION,OPENAI CHATGPT PLUS 955238950750,MIXED,DR/CR,LOW
557,CREDIT_CARD,CC PAYMENT 070374296336 HDFC CARD,MIXED,DR/CR,LOW
558,CREDIT_CARD,HDFC CREDITCARD 337453357885 PAYMENT,MIXED,CR,LOW
559,CREDIT_CARD,NEFT/790584111984/HDFC BANK CREDITCARD,NEFT,CR,LOW
560,CREDIT_CARD,SBI CARD PAYMENT 731524394408,MIXED,DR/CR,LOW
561,CREDIT_CARD,ICICI CREDIT CARD 201852079137 PMT,MIXED,CR,LOW
562,CREDIT_CARD,AXIS CARD PAYMENT 978025579509,MIXED,DR/CR,LOW
563,CREDIT_CARD,CREDIT CARD BILL 283346472855 HDFC,MIXED,CR,LOW
564,CREDIT_CARD,CARD PAYMENT 387186920459 SBI CREDIT,MIXED,CR,LOW
565,CREDIT_CARD,KOTAK CREDIT CARD 237656856965 PMT,MIXED,CR,LOW
566,CREDIT_CARD,AMEX CARD PAYMENT 689226440218,MIXED,DR/CR,LOW
567,CREDIT_CARD,INDUSIND CC 078846437723 PAYMENT,MIXED,DR/CR,LOW
568,CREDIT_CARD,YES BANK CC 253970399882 PMT,MIXED,DR/CR,LOW
569,CREDIT_CARD,HDFC CARD BILL PAY 170563283684,MIXED,DR/CR,LOW
570,CREDIT_CARD,SBI SIMPLYCLICCK 021285287410 PAYMENT,MIXED,DR/CR,LOW
571,CREDIT_CARD,ICICI AMAZON CC 387725971482 BILL,MIXED,DR/CR,LOW
572,CREDIT_CARD,AXIS FLIPKART CC 860097837605 PAY,MIXED,DR/CR,LOW
573,CARD_SETTLEMENT,VISA CARD SETTLEMENT 940178670410,MIXED,CR,LOW
574,CARD_SETTLEMENT,MASTERCARD SETTLE 872277802127 CR,MIXED,CR,LOW
575,CARD_SETTLEMENT,RUPAY CARD SETTLEMENT 488874154731,MIXED,CR,LOW
576,CARD_SETTLEMENT,POS SETTLEMENT 662668455799 VISA,POS,CR,LOW
577,CARD_SETTLEMENT,CARD SETTLEMENT 768546582612 BATCH,MIXED,CR,LOW
578,CARD_SETTLEMENT,VISA SETTLE 964984333058 MERCHANT,MIXED,CR,LOW
579,CARD_SETTLEMENT,MASTERCARD POS SETTLE 790278196993,POS,CR,LOW
580,CARD_SETTLEMENT,RUPAY MERCHANT SETTLE 055127615765,MIXED,CR,LOW
581,CARD_SETTLEMENT,CARD SETTLE BATCH 083942883327 VISA,MIXED,CR,LOW
582,CARD_SETTLEMENT,NPCI RUPAY SETTLE 549123307114,MIXED,CR,LOW
583,CARD_SETTLEMENT,VISA POS SETTLE 961272082729 MERCHANT,POS,CR,LOW
584,CARD_SETTLEMENT,MASTER CARD SETTLEMENT 491664897200,MIXED,CR,LOW
585,CARD_SETTLEMENT,CARD BATCH SETTLE 866680010232 RUPAY,MIXED,CR,LOW
586,CARD_SETTLEMENT,NPCI VISA SETTLE 475353337249,MIXED,CR,LOW
587,CARD_SETTLEMENT,POS SETTLEMENT BATCH 421859912532,POS,CR,LOW
588,CARD_SETTLEMENT,CARD SETTLEMENT CR 644298552235 NPCI,MIXED,CR,LOW
589,WALLET_LOAD,WALLET LOAD 984256114536 PAYTM,MIXED,DR/CR,LOW
